Loan Sanction Amount (USD),Gender,Age,Income (USD),Income Stability,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Co-Applicant
28772.43,F,61,813.81,High,Semi-Urban,44265.28,154.03,2,715.14,0,NA,0
44605.83,M,48,1302.82,Low,Rural,63722.61,451.7,3,685.97,1,Inactive,1
42011.78,M,63,3702.74,High,Rural,42011.78,235.86,2,866.95,1,Inactive,0
72701.55,M,39,3020.41,Low,Urban,96935.4,471.44,2,800.02,0,Inactive,1
44392.11,F,65,2408.94,High,Urban,68295.55,333.06,2,736.54,0,Active,1
40420.8,F,27,1539.4,Low,Semi-Urban,53894.4,255.02,1,786.14,0,Active,1
122933.77,M,47,NA,Low,Semi-Urban,163911.69,545.39,3,753.12,0,Inactive,1
60093.59,F,39,NA,Low,Urban,75116.99,287.15,2,750.27,0,Active,1
15767.56,M,62,NA,Low,Semi-Urban,24257.79,116.35,NA,NA,0,Inactive,1
40014.04,F,64,3446.04,High,Urban,53352.06,496.26,2,803.29,0,Active,0
17823.78,F,65,937.38,High,Rural,25462.54,247.62,1,869.03,0,Inactive,0
75082.46,M,35,4072.47,Low,Urban,93853.08,465.51,1,851.27,0,Inactive,1
38439.95,F,18,2394.2,Low,Semi-Urban,59138.38,309.67,1,711.31,1,Active,1
28881.85,F,43,2051.42,Low,Semi-Urban,38509.13,255.23,3,848.63,0,Active,1
6593.54,F,48,NA,Low,Rural,9419.34,104.75,2,757.31,1,Inactive,1
86662.09,M,56,3055.3,Low,Semi-Urban,115549.45,559.33,2,787.63,0,Inactive,1
42191.53,M,52,1355.15,Low,Semi-Urban,64910.04,339.66,2,717.25,0,Inactive,1
141557.23,M,30,1435.12,Low,Semi-Urban,202224.61,613.85,4,710.77,0,Inactive,1
69519.51,F,46,5440.71,Low,Semi-Urban,106953.09,904.17,2,747.88,0,Inactive,1
43724.06,F,56,1914.81,Low,Semi-Urban,67267.78,245.69,2,715.63,0,Inactive,1
85233.11,M,27,1760.74,Low,Semi-Urban,121761.58,345.86,3,673.46,0,NA,1
71445.16,F,26,NA,Low,Semi-Urban,109915.63,563.93,2,736.06,0,Unpossessed,1
50074.98,F,64,1895.53,High,Semi-Urban,71535.69,302.03,2,860.49,0,Unpossessed,1
79052.94,M,22,NA,NA,Urban,105403.92,1203.83,2,839.26,1,NA,1
28053.58,M,31,1400.88,Low,Rural,40076.54,295.47,1,679.75,0,Inactive,1
50762.02,M,64,NA,Low,Semi-Urban,67682.7,413.03,NA,851.54,0,Unpossessed,1
220575.83,F,30,4319.61,Low,Urban,275719.79,1055.12,3,760.36,1,Active,1
90394.3,M,60,3636.97,High,Semi-Urban,129134.72,536.11,1,853.67,0,Unpossessed,0
24405.82,F,54,NA,Low,Semi-Urban,32541.1,350.32,2,NA,0,Active,1
66052.87,M,63,3180.16,Low,Semi-Urban,101619.8,515.78,2,706.04,1,Unpossessed,1
12186.54,F,41,NA,Low,Semi-Urban,18748.53,126.03,1,NA,0,Active,1
116128.78,F,65,2675.3,High,Semi-Urban,145160.98,449.52,2,824.98,0,Active,0
87324.26,F,53,2178.73,Low,Rural,116432.35,347.27,1,832.16,1,Active,1
105244.35,F,36,1944.14,Low,Semi-Urban,161914.38,493.63,4,675.33,0,Active,1
84843.9,M,64,1604.35,Low,Semi-Urban,121205.57,314.12,3,748.81,0,Inactive,1
123742.78,F,65,3846.51,High,Semi-Urban,154678.48,471.52,2,NA,0,Active,0
10179.87,M,25,2761.14,Low,Semi-Urban,14542.67,114.07,2,671.41,0,Active,1
39058.47,F,34,1670.54,Low,Rural,55797.82,434.69,2,795.48,0,Inactive,1
46717.92,M,18,2431.6,NA,Urban,66739.89,214.78,2,NA,0,Active,1
30409.22,M,64,1815.87,Low,Semi-Urban,46783.41,357.33,3,657.15,0,Active,1
50616.5,F,45,4773.65,Low,Semi-Urban,72309.29,663.66,3,754.77,0,Inactive,1
54429.18,F,41,2749.63,Low,Semi-Urban,72572.24,322.3,1,766.67,1,Inactive,1
42133.62,F,18,2572.71,Low,Rural,60190.89,362.05,6,806.57,1,Unpossessed,1
31025.86,F,18,1183.62,Low,Semi-Urban,47732.1,203.37,3,730.47,0,Active,1
26052.48,M,50,1950.77,NA,Urban,34736.64,172.16,4,773.6,0,Unpossessed,1
79671.44,M,60,3014.45,High,Semi-Urban,113816.35,516.07,2,658.75,0,Active,0
65244.89,F,50,2330.09,Low,Urban,93206.98,331.71,3,767.05,0,Active,1
39223.54,M,24,1266.07,Low,Semi-Urban,52298.06,266.51,6,780.56,1,Unpossessed,1
24812.4,M,47,2812.08,Low,Semi-Urban,38172.92,454.75,1,684.94,0,Active,1
167243.31,F,18,1657.62,Low,Semi-Urban,238919.02,774.27,2,834.44,0,Inactive,1
34286.42,M,62,1635.61,High,Urban,42858.03,291.32,1,850.23,0,NA,1
70206.97,M,40,2124.1,Low,Semi-Urban,108010.72,355.26,2,727.05,0,Unpossessed,1
17207.72,M,60,1580.29,Low,Semi-Urban,24582.45,131.58,2,822.14,0,Unpossessed,1
5898.13,M,60,845.4,High,Semi-Urban,8425.9,107.31,2,828.68,0,Inactive,0
20634.69,M,29,NA,Low,Semi-Urban,31745.68,147.16,NA,720.52,1,Inactive,1
54971.66,F,44,1054.34,Low,Semi-Urban,68714.57,327.56,2,751.04,1,Unpossessed,1
92023.13,M,64,3358.63,Low,Semi-Urban,131461.62,503.37,2,783.61,0,Unpossessed,1
54822.45,M,53,NA,Low,Urban,68528.06,718.19,2,872.08,1,Unpossessed,1
178878.58,F,18,9598.25,Low,Urban,255540.83,717.47,NA,809.85,0,Active,1
142331.66,F,41,NA,Low,Semi-Urban,218971.79,572.41,1,713.51,1,NA,1
95301.05,M,18,3315.98,Low,Semi-Urban,136144.36,329.74,2,673.24,0,NA,1
63011.94,F,20,1767.31,Low,Semi-Urban,96941.44,424.58,2,737.29,0,Inactive,1
26293.14,F,33,1222.2,Low,Semi-Urban,40450.98,182.15,2,718.28,0,Unpossessed,1
32971.55,F,18,2783.08,Low,Semi-Urban,50725.46,407.05,1,689.43,0,Active,1
53033.59,M,64,1902.99,High,Semi-Urban,75762.27,297.07,1,NA,0,Inactive,1
22740.48,M,36,1379.5,Low,Semi-Urban,34985.35,178.16,4,653.76,1,Active,1
23985.86,F,18,2067.49,Low,Semi-Urban,29982.32,252.66,4,787.37,0,Unpossessed,1
29876.78,F,32,2585.16,Low,Semi-Urban,37345.97,298.45,3,786.31,0,Inactive,1
14649.5,F,51,NA,NA,Semi-Urban,20927.86,91.75,NA,774.46,1,Inactive,1
48623.6,M,29,3153,Low,Semi-Urban,69462.29,503.5,1,741.79,0,Inactive,1
51529.07,M,30,2617.22,Low,Rural,73612.96,362.83,2,840.61,1,Inactive,1
17638.12,M,29,NA,Low,Semi-Urban,23517.49,144.64,3,880.49,0,Inactive,1
17187.06,F,18,NA,Low,Semi-Urban,24552.94,179.58,2,782.23,0,Inactive,1
121596.89,M,38,2206.5,Low,Semi-Urban,173709.84,481.7,3,729.68,0,Unpossessed,1
36577.89,F,18,NA,Low,Semi-Urban,56273.67,315.94,NA,704.92,0,Unpossessed,1
69423.7,M,18,NA,Low,Semi-Urban,99176.72,340.43,NA,718.14,0,NA,1
59159.48,M,44,2398.83,Low,Semi-Urban,84513.55,431.18,2,800.17,1,Unpossessed,1
60263.04,F,27,1940.53,Low,Urban,75328.8,563.93,1,756.53,0,Inactive,1
8443.59,M,59,950.22,Low,Semi-Urban,12062.27,143.54,2,681.72,0,Inactive,1
28568.79,F,44,NA,Low,Semi-Urban,43951.99,383.69,2,715.96,1,Inactive,1
26662.44,M,53,NA,Low,Semi-Urban,41019.14,204.22,2,661.29,1,Unpossessed,-999
58053,M,18,NA,Low,Semi-Urban,82932.86,417.99,NA,739.03,0,Unpossessed,1
49590.83,F,56,4580.98,Low,Semi-Urban,70844.04,584.16,2,NA,0,Inactive,1
26835.64,M,65,1921.35,High,Semi-Urban,33544.55,152.53,1,814.47,0,Inactive,1
128061.58,M,18,4438.95,Low,Semi-Urban,197017.82,762.32,5,735.37,0,Unpossessed,1
28207.4,M,53,3382.21,Low,Semi-Urban,35259.25,359.37,3,754.4,0,Inactive,1
62064.3,F,18,2266.31,Low,Urban,82752.4,259.29,2,818.87,0,Unpossessed,1
60216.11,F,58,NA,Low,Semi-Urban,86023.02,271.69,1,732.89,0,Inactive,1
49579.8,M,29,3208.03,Low,Semi-Urban,66106.4,791.07,1,799.93,0,Active,1
155433.75,M,64,2245.23,High,Semi-Urban,194292.19,837.09,1,794.26,0,Inactive,1
88688.29,F,18,1718.24,Low,Rural,136443.52,427.65,2,NA,0,Unpossessed,1
106953.34,F,35,3058.75,Low,Urban,152790.49,720.01,4,812.82,0,Active,1
31633.14,F,38,1672.04,Low,Rural,45190.2,495.73,1,849.97,1,Inactive,1
35844.86,F,18,2159.09,Low,Semi-Urban,51206.94,288.14,2,755.21,0,Active,1
190679.78,M,57,2424.19,Low,Semi-Urban,238349.72,645.32,3,755.09,1,Inactive,1
78659.79,F,41,4164.35,Low,Urban,98324.74,518.21,2,NA,0,NA,1
78095.36,M,61,1358.8,High,Semi-Urban,78095.36,426.6,1,855.72,0,Unpossessed,0
24479.43,F,49,1175.41,Low,Semi-Urban,32639.24,182.21,2,754.82,0,Active,1
14609.64,F,42,1352,Low,Semi-Urban,22476.37,108.18,2,676.38,0,Active,1
92085.73,F,45,2970.29,Low,Urban,115107.16,605.66,3,854.4,0,Unpossessed,1
14988.83,F,25,1656.47,Low,Semi-Urban,21412.61,271.35,1,684.41,0,Active,1
137260.79,F,32,6459.11,Low,Urban,196086.85,1989.58,3,838.28,0,Inactive,1
46915.13,F,28,5665.74,Low,Semi-Urban,67021.62,344.54,2,754.19,0,Unpossessed,1
70316.11,M,59,2347.14,Low,Semi-Urban,100451.59,374.13,3,710.33,0,Unpossessed,1
131245.74,M,46,3438.19,Low,Semi-Urban,201916.53,591.33,2,690.31,0,Active,1
47757.72,M,51,1961.7,Low,Rural,68225.32,439.87,4,686.56,0,Inactive,1
10662.93,F,46,1601.29,NA,Semi-Urban,15232.76,160.67,2,737.72,0,Inactive,1
61293.43,F,29,984.58,Low,Semi-Urban,94297.59,379.59,2,662.83,0,Active,1
74090.79,M,46,2972.59,Low,Urban,105843.98,923.65,1,683.33,1,Inactive,1
134399.72,F,61,2429.61,Low,Semi-Urban,191999.6,573.02,4,699.33,0,Unpossessed,1
45880.91,M,18,3094.05,Low,Semi-Urban,65544.16,270.85,2,691.96,1,Inactive,1
13970.69,F,18,2311.31,Low,Semi-Urban,18627.58,101.21,1,760.38,1,Inactive,-999
55100.81,F,44,1407.71,Low,Semi-Urban,78715.44,302.17,2,833.26,0,Inactive,1
126302.78,M,63,NA,Low,Rural,194311.97,553.37,4,708.45,0,Inactive,1
74275.28,F,18,1973.25,Low,Semi-Urban,106107.55,631.04,3,782.85,1,Active,1
76777.86,F,50,2025.6,Low,Semi-Urban,109682.66,432.38,3,833.45,0,Active,1
18182.3,F,55,1262.34,Low,Rural,27972.77,165.78,1,658.06,1,Active,1
29799.79,F,18,1351.53,Low,Semi-Urban,42571.13,249.38,3,793.63,0,Inactive,1
42895.72,F,52,1906.23,Low,Semi-Urban,65993.42,251.23,1,734.14,0,Active,1
124385.42,M,24,NA,Low,Semi-Urban,177693.46,971.05,2,755.25,0,Active,1
33003.84,M,29,NA,Low,Semi-Urban,50775.14,263.31,4,712.06,1,NA,1
32427.07,F,18,NA,Low,Rural,43236.1,219.14,3,777.74,1,Inactive,1
128670.76,M,46,2197.2,Low,Semi-Urban,197955.02,572.15,1,696.76,1,NA,1
75757.84,F,18,3398.69,Low,Urban,116550.52,543.28,2,659.06,0,Inactive,1
42556.23,F,26,2132.09,Low,Rural,60794.62,453.41,4,701.08,1,Active,1
30755.29,F,21,1955.09,Low,Semi-Urban,43936.13,279.67,4,694.53,0,Unpossessed,1
102552.46,F,43,9385.8,Low,Rural,146503.51,495.03,3,764.83,0,Unpossessed,1
82965.87,F,34,1955.51,Low,Rural,110621.16,881.85,2,858.84,0,Active,1
23117.54,F,62,NA,High,Semi-Urban,28896.93,303.78,NA,845.84,0,Inactive,1
75912.4,F,18,2254.69,Low,Semi-Urban,116788.31,643.64,3,719.47,0,Inactive,1
46474.3,M,51,3045.54,Low,Semi-Urban,58092.88,295.66,2,844.92,0,Active,1
48002.75,F,34,1333.69,Low,Rural,60003.44,365.16,1,756.5,0,Unpossessed,1
50778.1,M,64,2442.15,High,Semi-Urban,63472.63,297.62,2,810.06,0,Inactive,1
82222.79,F,40,2151.1,Low,Semi-Urban,102778.49,1128.38,4,816.1,0,Unpossessed,1
27392.89,F,40,NA,Low,Semi-Urban,39132.7,311.17,4,690.26,0,Inactive,1
18718.8,M,25,NA,Low,Rural,28798.16,149.54,2,726.3,0,Unpossessed,-999
67614.76,M,49,1936.73,Low,Semi-Urban,104022.71,464.84,2,653.06,0,Inactive,1
22739.46,F,62,2451.64,High,Semi-Urban,32484.94,175.55,2,844.41,0,Inactive,0
103702.06,F,18,1236.48,Low,Semi-Urban,138269.42,-999,2,759.63,0,Inactive,1
22778.2,M,54,3300.45,Low,Semi-Urban,28472.75,222.23,2,826.16,0,Inactive,1
45877.78,M,47,2379.47,Low,Semi-Urban,65539.69,364.64,4,732.98,0,Inactive,1
33114.02,F,32,2279.16,Low,Semi-Urban,50944.65,162.95,3,719.91,1,Active,1
112699.54,F,59,2430.21,Low,Semi-Urban,150266.05,763.66,NA,751.65,0,Unpossessed,1
78407.49,M,64,1161.49,Low,Semi-Urban,104543.32,422.26,2,761.59,0,Active,1
114170.34,F,60,3681.54,NA,Semi-Urban,175646.68,501.71,1,738.51,1,Inactive,1
94200.91,M,42,1853.14,Low,Semi-Urban,117751.14,325.49,2,806.29,0,Unpossessed,1
84691.87,M,25,2163.42,Low,Semi-Urban,120988.39,394.44,4,796.48,1,Active,1
25079.13,M,62,3177.37,Low,Semi-Urban,35827.33,364.94,2,650.54,0,Inactive,1
64691.54,F,18,2096.9,Low,Urban,92416.49,461.88,2,711.24,0,Unpossessed,1
115026.28,M,31,2430.64,Low,Semi-Urban,164323.25,443.47,4,693.64,0,Unpossessed,1
101209.32,F,60,3703.65,Low,Semi-Urban,155706.65,1604.13,2,675.46,0,Active,1
140233.19,M,52,2878.65,Low,Semi-Urban,175291.49,1009.12,2,874.34,0,Active,1
168030.79,M,45,2399.43,Low,Semi-Urban,224041.05,638.36,NA,857.55,0,Active,1
136837.9,F,25,NA,Low,Semi-Urban,182450.53,810.22,2,751.05,0,Inactive,1
101669.26,F,65,2010.62,High,Rural,135559.02,362.77,2,853.41,0,Active,0
64997.01,F,49,4068.58,Low,Rural,99995.4,409.01,2,708.35,0,Unpossessed,1
26948.84,M,27,1889.91,Low,Semi-Urban,41459.76,183.45,3,666.41,1,Unpossessed,1
43061.47,F,18,915.53,Low,Rural,66248.42,311.87,4,716.04,1,Inactive,1
121367.74,M,65,1251.64,High,Semi-Urban,173382.48,482.38,2,805.56,0,Active,1
179953.78,M,65,2036.07,High,Semi-Urban,239938.38,578.58,NA,833.82,0,Unpossessed,1
40427.89,F,50,1998.27,Low,Semi-Urban,62196.76,312.62,4,674.94,0,Active,1
80613.95,F,27,1883.73,Low,Semi-Urban,100767.44,439.69,2,777.76,0,Unpossessed,1
62384.36,F,65,1234.93,High,Rural,89120.51,304.85,2,808.27,0,Active,0
131671,F,48,6003.72,Low,Urban,188101.43,1939.27,2,716.28,0,NA,1
88651.56,M,31,2099.52,NA,Semi-Urban,118202.08,401.29,1,853.56,0,Inactive,1
26067.14,F,56,NA,Low,Semi-Urban,37238.77,185.01,3,676.88,0,Inactive,1
134755,F,35,4893.58,Low,Rural,168443.75,709.16,2,840.14,0,Unpossessed,1
63311.61,M,36,1913.64,Low,Semi-Urban,97402.48,434.75,2,704.2,1,Unpossessed,1
42741.29,M,18,2236.63,Low,Semi-Urban,61058.98,600.14,1,859.15,0,Inactive,1
37292.2,F,22,2584.42,Low,Urban,46615.25,165.52,2,781.95,0,Unpossessed,1
54940.14,F,19,1519.83,Low,Semi-Urban,78485.91,432.01,1,748.16,0,Unpossessed,1
23458.87,M,21,1315.28,Low,Semi-Urban,29323.59,136.46,2,771.03,0,Unpossessed,1
55398.29,F,40,NA,NA,Rural,73864.39,NA,NA,762.34,0,Active,1
62706.5,F,42,2465.69,Low,Semi-Urban,89580.71,516.6,3,696.54,0,Inactive,1
89425.57,F,50,3051.26,Low,Urban,127750.81,551.57,3,748.12,1,Active,1
47039.57,M,23,3137.07,Low,Urban,67199.39,513.37,4,NA,0,Inactive,1
56244.99,M,51,2755.99,Low,Semi-Urban,80349.98,359.66,1,665.24,0,Inactive,1
132910.97,F,38,NA,Low,Semi-Urban,166138.71,977.16,NA,754.79,0,Inactive,1
24651.28,M,45,2316.33,Low,Semi-Urban,37925.04,203.02,3,681.66,0,Active,1
16130.22,M,40,1174.11,Low,Semi-Urban,23043.17,183.75,2,789.63,0,Unpossessed,1
46665.42,M,55,NA,Low,Semi-Urban,62220.56,314.44,2,756.43,0,Inactive,1
98558.1,M,26,4929.37,Low,Semi-Urban,140797.28,717.91,NA,793.7,0,Inactive,1
17719.74,M,38,1020.13,Low,Semi-Urban,25313.91,130.98,3,721.33,1,NA,1
100062.48,M,65,3202.52,High,Rural,133416.64,667.26,1,NA,0,Unpossessed,1
8960.66,M,58,2104.89,Low,Semi-Urban,12800.95,93.12,4,764.34,1,Unpossessed,1
108639.48,M,52,1699.23,Low,Semi-Urban,167137.66,451.49,2,669.41,0,Inactive,1
63848.83,F,41,2691.91,Low,Rural,91212.62,398.63,1,704.55,0,Unpossessed,1
83617.86,M,62,2420.89,High,Urban,119454.08,335.04,2,827.7,0,Unpossessed,1
39781.59,F,23,3472.91,Low,Semi-Urban,56830.84,539.45,3,690.15,0,Active,1
82413.48,F,29,4032.03,Low,Semi-Urban,109884.64,420.94,2,817.65,0,Inactive,1
59743.23,M,65,2177.76,High,Semi-Urban,85347.47,254.09,1,858.84,0,Unpossessed,0
41206.66,F,18,NA,Low,Semi-Urban,63394.86,371.76,2,658.18,0,Inactive,1
48040.63,F,39,NA,NA,Rural,73908.66,547.99,1,659.95,0,Active,1
24053.07,F,38,3522.08,Low,Semi-Urban,37004.73,351.11,1,744.57,0,Active,1
31974.8,M,62,2307.25,High,Semi-Urban,45678.28,175.47,3,819.47,0,Unpossessed,1
130090.86,F,53,NA,Low,Semi-Urban,200139.78,602.17,3,735.92,0,Unpossessed,1
108155.28,M,33,3538.65,Low,Urban,144207.04,543.19,2,790.91,0,NA,1
59586.51,F,59,10090.42,Low,Urban,91671.55,503.4,1,655.96,0,NA,1
84847.7,F,53,2336.65,Low,Semi-Urban,106059.63,301.62,1,755.01,1,Inactive,1
34093.28,F,62,1075.42,Low,Semi-Urban,42616.6,217.67,2,788.02,0,Active,1
75989.96,F,39,1599.02,Low,Semi-Urban,108557.08,560.14,1,687.34,0,Active,1
27472.61,F,18,3519.53,Low,Semi-Urban,42265.55,205.65,2,720.79,1,Inactive,1
22855.07,F,23,961.95,Low,Semi-Urban,30473.43,157.48,2,826.63,0,Inactive,1
32327.62,F,23,1370.79,Low,Semi-Urban,46182.31,517.59,2,713.08,0,Inactive,1
58090.71,F,58,1231.03,Low,Semi-Urban,89370.33,407.72,1,719.62,1,Unpossessed,1
128788.72,F,57,2442.25,Low,Semi-Urban,183983.88,498.83,2,834.59,0,Unpossessed,1
71934.45,F,35,2025.45,Low,Rural,95912.6,451.68,NA,760.87,0,Active,1
249771.27,M,24,2121.52,Low,Semi-Urban,333028.36,926.01,NA,750.87,0,NA,1
157368.18,M,58,2147.8,Low,Rural,224811.69,671.53,4,727.09,0,Active,1
112273.82,F,64,5724.06,Low,Semi-Urban,172728.96,769.63,2,735.13,0,Active,1
176260.66,F,18,NA,Low,Semi-Urban,235014.22,661.09,2,813.79,0,Unpossessed,1
95387.33,F,65,2427.56,High,Rural,127183.1,378.2,NA,NA,0,Inactive,1
31989.99,F,29,1331.92,Low,Semi-Urban,45699.99,300.35,2,704.45,0,Inactive,1
18864.53,M,43,2119.9,Low,Semi-Urban,26949.33,133.6,NA,669.87,0,Unpossessed,1
66784.71,F,60,1337.63,Low,Semi-Urban,95406.73,429.18,4,687.98,0,Inactive,1
78374.87,F,30,1853.73,Low,Semi-Urban,120576.73,598.92,2,665.34,1,Active,1
76570.89,M,54,2351.19,Low,Semi-Urban,95713.61,346.64,NA,806.96,0,Unpossessed,1
39303.34,F,54,2666.65,Low,Urban,60466.68,307.7,1,683.01,0,Inactive,1
71482.37,M,44,1476.25,Low,Rural,95309.82,473.76,1,787.4,0,Inactive,1
22807.88,F,18,1274.74,Low,Semi-Urban,32582.68,162.52,2,728.16,0,Active,1
53073.6,M,45,2415.31,NA,Urban,81651.69,347.92,4,720.29,0,Unpossessed,1
48627.32,M,22,1346.71,Low,Semi-Urban,69467.6,296.19,2,714.16,0,Inactive,1
59414.48,M,62,2288.95,High,Semi-Urban,84877.83,344.46,2,835.22,0,Active,1
23744.18,M,43,1592.36,Low,Semi-Urban,33920.26,181.38,2,851.82,0,Inactive,1
15746.64,M,53,2027.99,Low,Semi-Urban,22495.2,196.45,2,658.48,1,Active,1
24552.94,M,21,1214.05,Low,Semi-Urban,37773.76,214.15,2,710.89,1,Unpossessed,1
29788.43,M,56,1088.1,Low,Semi-Urban,39717.91,209.74,1,757.92,0,Inactive,1
27639.5,M,38,1884.54,Low,Semi-Urban,34549.38,153.13,2,865.91,0,Unpossessed,0
91904.69,F,28,3636.31,Low,Semi-Urban,114880.86,782.84,3,789.1,0,Active,1
57991.3,M,48,2047.72,Low,Semi-Urban,82844.72,361.46,3,853.3,0,Unpossessed,1
15888.63,F,27,2293.08,Low,Semi-Urban,19860.79,223.38,1,770.68,1,Active,1
33892.9,F,21,NA,Low,Urban,48418.43,364.66,3,742.92,0,Unpossessed,1
17848.2,M,27,1598.7,Low,Semi-Urban,22310.25,114.06,NA,824.34,1,Inactive,1
19207.15,M,18,1342.61,Low,Rural,27438.78,138.66,4,726.56,0,Inactive,1
52412.72,M,65,1949.86,High,Semi-Urban,74875.31,511.79,1,806.31,0,NA,1
17637.26,F,37,2000.09,Low,Rural,27134.24,126,2,676.52,0,Unpossessed,1
23234.11,F,30,1169.51,Low,Rural,33191.58,180.6,2,765.54,0,Inactive,1
20415.29,F,18,1037.76,Low,Rural,27220.39,165.36,3,807.71,0,Unpossessed,1
70761.65,M,55,1795.44,Low,Semi-Urban,101088.07,329.21,2,872.29,1,Unpossessed,1
29753.98,F,20,2319.74,Low,Semi-Urban,45775.35,266.15,2,700.54,0,Unpossessed,1
63518.78,M,24,NA,Low,Rural,79398.48,394.49,3,799.74,1,Inactive,1
93758.55,M,39,2534.27,Low,Rural,125011.4,375.79,4,757.7,1,NA,1
21373.14,M,45,1574.28,Low,Semi-Urban,32881.76,189.58,NA,676.93,0,Unpossessed,1
78128.62,F,34,1297.75,Low,Semi-Urban,104171.5,303.84,3,800.8,0,Active,1
32812.36,F,52,2113.61,Low,Semi-Urban,41015.45,249.71,NA,849.51,0,Unpossessed,1
23128.52,M,23,1362.34,Low,Semi-Urban,33040.75,400.11,2,703.77,0,Active,1
113537.58,F,62,841.09,High,Semi-Urban,141921.98,414.37,1,852.44,0,Active,1
14966.74,F,61,1791.36,Low,Semi-Urban,21381.06,209.59,2,747.22,0,NA,1
32720.12,M,62,1957.66,High,Semi-Urban,43626.83,450.52,2,843.84,0,Unpossessed,0
134975.81,M,46,2216.36,Low,Rural,192822.58,543.38,2,665.93,0,Inactive,1
110812.21,F,48,3128.34,Low,Semi-Urban,158303.16,768.12,2,651.41,0,Active,1
33360.64,M,49,NA,Low,Semi-Urban,51324.06,592.53,NA,693.74,0,Inactive,1
112401.31,F,18,2756.01,Low,Semi-Urban,140501.64,621.01,2,823.61,0,Active,1
87552.18,M,47,NA,Low,Semi-Urban,125074.55,348.6,3,792.03,0,Active,1
18425.43,M,50,NA,Low,Semi-Urban,28346.82,129.16,3,663.11,0,Active,1
243753.6,F,37,3991.19,Low,Semi-Urban,325004.8,835.36,2,789.76,0,NA,1
40838.83,F,61,2131.62,Low,Semi-Urban,62828.97,244.2,2,668.92,0,Inactive,1
50641.46,F,52,NA,Low,Rural,72344.94,406.88,4,NA,0,Unpossessed,1
17526.27,M,26,1534.47,Low,Semi-Urban,25037.53,212.16,3,719.82,1,Active,1
73870.26,F,40,1519.5,Low,Semi-Urban,92337.83,248.67,4,NA,0,Inactive,1
119156.79,M,65,2860.69,High,Semi-Urban,148945.99,434.9,2,807.14,0,Active,0
208375.02,M,54,7310.16,Low,Semi-Urban,277833.36,1058.9,3,806.07,0,Unpossessed,1
48356.54,M,61,NA,Low,Semi-Urban,74394.68,286.36,3,NA,0,Unpossessed,1
17331.95,F,18,3394.72,Low,Semi-Urban,26664.54,250.9,NA,653.97,0,Unpossessed,1
16703.81,F,18,NA,Low,Urban,25698.17,136.89,NA,690.68,0,Unpossessed,1
41676.94,F,38,3308.06,Low,Rural,59538.49,301.61,4,732.3,1,Inactive,1
50234.27,M,35,2822.08,NA,Semi-Urban,66979.03,308.05,NA,760.69,1,Active,1
56295.97,M,19,3184.54,NA,Semi-Urban,80422.81,413.82,2,776.77,1,Active,1
27383.82,F,37,3460.52,Low,Urban,39119.74,183.57,3,679.22,0,Active,1
53475.98,F,62,2378.91,Low,Semi-Urban,76394.25,349.81,3,720.72,0,Unpossessed,1
50934.82,M,45,2000.6,Low,Semi-Urban,78361.26,375.68,3,NA,0,Active,1
27461.58,F,53,1969.47,Low,Semi-Urban,42248.58,194.08,2,704.56,0,Inactive,1
47507.9,M,25,2598.83,Low,Semi-Urban,73089.07,367.62,3,729.41,0,Active,1
66092.12,M,44,2665.89,Low,Semi-Urban,88122.82,499.39,2,771.72,0,Active,1
82786.91,F,58,1000.74,Low,Semi-Urban,118267.01,379.37,3,748.17,0,Unpossessed,1
30754.78,F,18,1036.71,Low,Semi-Urban,47315.04,200.61,2,733.62,0,Active,1
122850.66,F,18,1921.7,Low,Rural,189001.01,516.66,3,661.5,0,Unpossessed,1
24806.42,M,29,1308.12,Low,Semi-Urban,38163.72,231.59,2,665.2,0,Inactive,1
116465.24,M,34,2711.21,Low,Rural,155286.98,499.13,2,775.72,0,Unpossessed,1
87339.99,F,64,NA,Low,Semi-Urban,124771.42,334.74,3,657.26,0,Inactive,1
114351.14,F,39,3375.11,Low,Rural,175924.83,522.8,3,703.44,0,Unpossessed,1
138851.43,M,54,NA,Low,Semi-Urban,173564.29,733.43,NA,750.86,0,Unpossessed,1
17589.87,M,43,2084.92,Low,Semi-Urban,25128.39,255.91,1,759.65,1,Unpossessed,1
184658.86,F,18,NA,Low,Semi-Urban,230823.57,641.07,3,842.04,0,Active,1
46982.61,M,50,1674.58,Low,Semi-Urban,72280.94,619.98,4,717.05,1,Active,1
68162.56,M,18,NA,Low,Rural,90883.42,454.33,3,812.07,0,Inactive,1
51774.59,M,20,1585.97,Low,Rural,73963.7,432.86,NA,737.21,0,Unpossessed,1
59240.38,F,24,5824.09,Low,Semi-Urban,91139.05,430.24,1,749.76,0,Inactive,1
91136.82,M,57,NA,Low,Urban,130195.46,563.4,3,669.58,0,Active,1
37493.94,M,26,NA,Low,Semi-Urban,57682.98,-999,1,696.01,0,Active,1
49412.54,F,46,1412.6,Low,Semi-Urban,65883.38,399.9,2,830.54,0,Active,1
113773.78,F,42,3031.6,Low,Semi-Urban,142217.22,427.54,NA,755.2,0,Unpossessed,1
89641.97,F,26,1849.89,Low,Semi-Urban,119522.63,438.34,2,772.39,0,Inactive,1
